"municode" "sex" "age" "pop"
"5200159" "m" 2 12.6216854231082
"5200159" "m" 3 30.9520736383435
"5200159" "m" 4 15.7460118179084
"5200159" "m" 5 13.6987747530582
"5200159" "m" 6 21.7847931997696
"5200159" "m" 7 20.7866432021286
"5200159" "m" 8 21.6649084536901
"5200159" "m" 9 15.0648803913571
"5200159" "m" 10 33.0029125737887
"5200159" "m" 11 7.4191377549354
"5200159" "m" 12 13.1209069998999
"5200159" "m" 13 19.9069594808393
"5200159" "m" 14 23.5500831905397
"5200159" "m" 15 18.6348783103425
"5200159" "m" 16 22.7577133493421
"5200159" "m" 17 18.6694565745886
"5200159" "m" 18 24.8520251463207
"5200159" "m" 19 7.08592661941
"5200159" "m" 20 32.1611880823536
"5200159" "m" 21 14.9114132185581
"5200159" "m" 22 22.6775107847442
"5200159" "m" 23 22.1923634427696
"5200159" "m" 24 9.0575244715772
"5200159" "m" 25 15.3953720583642
"5200159" "m" 26 14.6956930625428
"5200159" "m" 27 36.8961870503174
"5200159" "m" 28 17.6264767182407
"5200159" "m" 29 20.3862711105383
"5200159" "m" 30 31.1959023467831
"5200159" "m" 31 17.3331540372116
"5200159" "m" 32 16.6495544173895
"5200159" "m" 33 13.3257808858938
"5200159" "m" 34 16.4956083127249
"5200159" "m" 35 27.1461995779701
"5200159" "m" 36 14.5175963331059
"5200159" "m" 37 11.6880888411206
"5200159" "m" 38 17.0244561456651
"5200159" "m" 39 20.6236591021419
"5200159" "m" 40 28.17260350215
"5200159" "m" 41 17.321449247352
"5200159" "m" 42 34.0158474113992
"5200159" "m" 43 10.7015108638201
"5200159" "m" 44 10.7885889752827
"5200159" "m" 45 11.4372534231957
"5200159" "m" 46 22.3522671167364
"5200159" "m" 47 18.3483680480822
"5200159" "m" 48 9.9810978026691
"5200159" "m" 49 24.8810136093195
"5200159" "m" 50 11.0253291412126
"5200159" "m" 51 19.5555351996282
"5200159" "m" 52 15.3221186955409
"5200159" "m" 53 12.0786127378162
"5200159" "m" 54 13.8809773784446
"5200159" "m" 55 11.2698797617708
"5200159" "m" 56 12.9927233722708
"5200159" "m" 57 21.102189316084
"5200159" "m" 58 8.8648997929514
"5200159" "m" 59 15.9077346042845
"5200159" "m" 60 7.8541140954221
"5200159" "m" 61 5.1108258565057
"5200159" "m" 62 6.066908034026
"5200159" "m" 63 13.4828435149895
"5200159" "m" 64 11.8851092529546
"5200159" "m" 65 12.6608738501051
"5200159" "m" 67 14.6273819119526
"5200159" "m" 68 10.8915664282242
"5200159" "m" 69 5.2819655154399
"5200159" "m" 70 10.5626859152497
"5200159" "m" 71 5.7252097537201
"5200159" "m" 72 3.7587808092135
"5200159" "m" 73 3.7587808092135
"5200159" "m" 74 15.5959106538136
"5200159" "m" 75 4.2062499425671
"5200159" "m" 77 3.117169188693
"5200159" "m" 78 7.0095252487414
"5200159" "m" 79 6.3236728604913
"5200159" "m" 81 6.4599091333916
"5200159" "m" 82 3.6280921484043
"5200159" "m" 83 10.9193004256844
"5200159" "m" 88 3.117169188693
"5200159" "m" 91 1.8107823766275
"5200159" "m" 93 4.1656253362852
"5200159" "m" 94 3.6267687494973
"5200175" "f" 0 33.8384060691407
"5200175" "f" 1 31.6581380160598
"5200175" "f" 2 40.8157036484227
"5200175" "f" 3 38.6221062216505
"5200175" "f" 4 48.3619893132414
"5200175" "f" 5 36.1669738687888
"5200175" "f" 6 48.229705619518
"5200175" "f" 7 50.9717421226657
"5200175" "f" 8 47.1197581603364
"5200175" "f" 9 44.5118202286911
"5200175" "f" 10 50.4758787886059
"5200175" "f" 11 38.7630732246922
"5200175" "f" 12 68.5326106980078
"5200175" "f" 13 28.90863989555
"5200175" "f" 14 50.3197973931431
"5200175" "f" 15 43.5966883331326
"5200175" "f" 16 51.277803685688
"5200175" "f" 17 38.9235663020918
"5200175" "f" 18 30.4544545241908
"5200175" "f" 19 30.747487154896
"5200175" "f" 20 41.1898008049814
"5200175" "f" 21 25.4190828390955
"5200175" "f" 22 47.0340983209458
"5200175" "f" 23 32.6682751129953
"5200175" "f" 24 38.688742921982
"5200175" "f" 25 32.8407838708471
"5200175" "f" 26 38.2553265623946
"5200175" "f" 27 44.2450214440693
"5200175" "f" 28 58.9908516630122
"5200175" "f" 29 29.6680164596767
"5200175" "f" 30 44.8276504943664
"5200175" "f" 31 42.9310110794203
"5200175" "f" 32 40.420334264638
"5200175" "f" 33 34.491647712274
"5200175" "f" 34 43.3293564493006
"5200175" "f" 35 48.1999567756653
"5200175" "f" 36 20.6111354938975
"5200175" "f" 37 33.4486611502374
"5200175" "f" 38 35.1672055190722
"5200175" "f" 39 27.5730410611272
"5200175" "f" 40 19.5526560900757
"5200175" "f" 41 55.8617268870119
"5200175" "f" 42 27.9984677397646
"5200175" "f" 43 39.6918753817558
"5200175" "f" 44 38.8952739013915
"5200175" "f" 45 32.0339243714812
"5200175" "f" 46 25.0306066790569
"5200175" "f" 47 24.2994398663338
