"municode" "muniname" "sex" "age" "pop_std" "mx_std" "pop_obs" "mx_obs"
520140 "Aparecida de Goiânia" "f" 68 481535 0.016784 652.284225124387 0.0306614804247123
520140 "Aparecida de Goiânia" "f" 69 450966 0.019052 440.42077580306 0.0431405624890323
520140 "Aparecida de Goiânia" "f" 70 508323 0.017845 683.111221852465 0.02195835688268
520140 "Aparecida de Goiânia" "f" 71 407322 0.023431 446.440683041403 0.033599088456302
520140 "Aparecida de Goiânia" "f" 72 399311 0.024289 522.413288397499 0.0363696721005747
520140 "Aparecida de Goiânia" "f" 73 375966 0.027146 514.221514931368 0.038893744075779
520140 "Aparecida de Goiânia" "f" 74 383342 0.027808 461.363538662103 0.0411822747308936
520140 "Aparecida de Goiânia" "f" 75 347796 0.030711 319.061047530076 0.0720865181696363
520140 "Aparecida de Goiânia" "f" 76 300854 0.035978 404.399509800234 0.0222552198553501
520140 "Aparecida de Goiânia" "f" 77 288022 0.038372 262.676805247184 0.0761391931091122
520140 "Aparecida de Goiânia" "f" 78 279883 0.041407 310.386899965902 0.0579921382055023
520140 "Aparecida de Goiânia" "f" 79 256375 0.047883 362.595962173723 0.0606735934623001
520140 "Aparecida de Goiânia" "f" 80 267401 0.046937 176.672901611215 0.107543374375609
520140 "Aparecida de Goiânia" "f" 81 203290 0.062526 201.204633914549 0.0596407735077134
520140 "Aparecida de Goiânia" "f" 82 193899 0.064647 189.521813232198 0.0685936873349385
520140 "Aparecida de Goiânia" "f" 83 176495 0.070223 191.869703938118 0.0625424428854607
520140 "Aparecida de Goiânia" "f" 84 157264 0.077691 147.476416247794 0.0474652163247472
520140 "Aparecida de Goiânia" "f" 85 138790 0.084372 37.7663854330123 0.264785731685586
520140 "Aparecida de Goiânia" "f" 86 117267 0.095671 72.5965181751063 0.206621479611726
520140 "Aparecida de Goiânia" "f" 87 100588 0.10369 149.581104480608 0.120336054894778
520140 "Aparecida de Goiânia" "f" 88 81920 0.118726 58.2816841675279 0.205896589492963
520140 "Aparecida de Goiânia" "f" 89 70159 0.126598 42.5381538868577 0.188066459613604
520140 "Aparecida de Goiânia" "f" 90 67510 0.122041 86.5476371415356 0.0462173218369741
520140 "Aparecida de Goiânia" "f" 91 46409 0.164968 18.8419722513754 0.212292001422941
520140 "Aparecida de Goiânia" "f" 92 39539 0.166848 0 0
520140 "Aparecida de Goiânia" "f" 93 32021 0.184566 40.5452764366597 0.0739913564206828
520140 "Aparecida de Goiânia" "f" 94 26115 0.196477 0 0
520140 "Aparecida de Goiânia" "f" 95 21515 0.199907 0 0
520140 "Aparecida de Goiânia" "f" 96 16184 0.215707 37.8322956695399 0.052864886061098
520140 "Aparecida de Goiânia" "f" 97 12265 0.21916 0 0
520140 "Aparecida de Goiânia" "f" 98 9395 0.225439 10.4185885103521 0.1919645831115
520140 "Aparecida de Goiânia" "f" 99 7447 0.217134 21.1731911217154 0.188918145451281
