"municode" "muniname" "year" "sex" "age" "deaths"
520140 "Aparecida de Goiânia" 2009 "f" 24 4
520140 "Aparecida de Goiânia" 2009 "f" 25 5
520140 "Aparecida de Goiânia" 2009 "f" 26 2
520140 "Aparecida de Goiânia" 2009 "f" 27 4
520140 "Aparecida de Goiânia" 2009 "f" 28 5
520140 "Aparecida de Goiânia" 2009 "f" 29 4
520140 "Aparecida de Goiânia" 2009 "f" 30 4
520140 "Aparecida de Goiânia" 2009 "f" 31 5
520140 "Aparecida de Goiânia" 2009 "f" 32 1
520140 "Aparecida de Goiânia" 2009 "f" 33 3
520140 "Aparecida de Goiânia" 2009 "f" 34 9
520140 "Aparecida de Goiânia" 2009 "f" 35 3
520140 "Aparecida de Goiânia" 2009 "f" 36 12
520140 "Aparecida de Goiânia" 2009 "f" 37 5
520140 "Aparecida de Goiânia" 2009 "f" 39 3
520140 "Aparecida de Goiânia" 2009 "f" 40 7
520140 "Aparecida de Goiânia" 2009 "f" 41 6
520140 "Aparecida de Goiânia" 2009 "f" 42 8
520140 "Aparecida de Goiânia" 2009 "f" 43 7
520140 "Aparecida de Goiânia" 2009 "f" 44 9
520140 "Aparecida de Goiânia" 2009 "f" 45 6
520140 "Aparecida de Goiânia" 2009 "f" 46 6
520140 "Aparecida de Goiânia" 2009 "f" 47 9
520140 "Aparecida de Goiânia" 2009 "f" 48 11
520140 "Aparecida de Goiânia" 2009 "f" 49 8
520140 "Aparecida de Goiânia" 2009 "f" 50 11
520140 "Aparecida de Goiânia" 2009 "f" 51 9
520140 "Aparecida de Goiânia" 2009 "f" 52 15
520140 "Aparecida de Goiânia" 2009 "f" 53 6
520140 "Aparecida de Goiânia" 2009 "f" 54 6
520140 "Aparecida de Goiânia" 2009 "f" 55 12
520140 "Aparecida de Goiânia" 2009 "f" 56 8
520140 "Aparecida de Goiânia" 2009 "f" 57 7
520140 "Aparecida de Goiânia" 2009 "f" 58 15
520140 "Aparecida de Goiânia" 2009 "f" 59 13
520140 "Aparecida de Goiânia" 2009 "f" 60 11
520140 "Aparecida de Goiânia" 2009 "f" 61 14
520140 "Aparecida de Goiânia" 2009 "f" 62 17
520140 "Aparecida de Goiânia" 2009 "f" 63 13
520140 "Aparecida de Goiânia" 2009 "f" 64 16
520140 "Aparecida de Goiânia" 2009 "f" 65 18
520140 "Aparecida de Goiânia" 2009 "f" 66 17
520140 "Aparecida de Goiânia" 2009 "f" 67 10
520140 "Aparecida de Goiânia" 2009 "f" 68 9
520140 "Aparecida de Goiânia" 2009 "f" 69 13
520140 "Aparecida de Goiânia" 2009 "f" 70 13
520140 "Aparecida de Goiânia" 2009 "f" 71 15
520140 "Aparecida de Goiânia" 2009 "f" 72 15
520140 "Aparecida de Goiânia" 2009 "f" 73 16
520140 "Aparecida de Goiânia" 2009 "f" 74 19
520140 "Aparecida de Goiânia" 2009 "f" 75 9
520140 "Aparecida de Goiânia" 2009 "f" 76 17
520140 "Aparecida de Goiânia" 2009 "f" 77 17
520140 "Aparecida de Goiânia" 2009 "f" 78 13
520140 "Aparecida de Goiânia" 2009 "f" 79 18
520140 "Aparecida de Goiânia" 2009 "f" 80 11
520140 "Aparecida de Goiânia" 2009 "f" 81 12
520140 "Aparecida de Goiânia" 2009 "f" 82 9
520140 "Aparecida de Goiânia" 2009 "f" 83 11
520140 "Aparecida de Goiânia" 2009 "f" 84 15
520140 "Aparecida de Goiânia" 2009 "f" 85 9
520140 "Aparecida de Goiânia" 2009 "f" 86 14
520140 "Aparecida de Goiânia" 2009 "f" 87 7
520140 "Aparecida de Goiânia" 2009 "f" 88 7
520140 "Aparecida de Goiânia" 2009 "f" 89 7
520140 "Aparecida de Goiânia" 2009 "f" 90 2
520140 "Aparecida de Goiânia" 2009 "f" 91 6
520140 "Aparecida de Goiânia" 2009 "f" 92 7
520140 "Aparecida de Goiânia" 2009 "f" 93 5
520140 "Aparecida de Goiânia" 2009 "f" 94 2
520140 "Aparecida de Goiânia" 2009 "f" 95 1
520140 "Aparecida de Goiânia" 2009 "f" 96 2
520140 "Aparecida de Goiânia" 2009 "f" 98 1
520140 "Aparecida de Goiânia" 2009 "f" 99 1
520140 "Aparecida de Goiânia" 2009 "f" 100 1
520140 "Aparecida de Goiânia" 2009 "f" 102 2
520140 "Aparecida de Goiânia" 2009 "f" 103 1
520140 "Aparecida de Goiânia" 2009 "f" 106 1
520140 "Aparecida de Goiânia" 2009 "m" 0 54
520140 "Aparecida de Goiânia" 2009 "m" 1 5
520140 "Aparecida de Goiânia" 2009 "m" 2 2
520140 "Aparecida de Goiânia" 2009 "m" 3 4
520140 "Aparecida de Goiânia" 2009 "m" 5 1
520140 "Aparecida de Goiânia" 2009 "m" 8 4
520140 "Aparecida de Goiânia" 2009 "m" 9 1
520140 "Aparecida de Goiânia" 2009 "m" 10 1
520140 "Aparecida de Goiânia" 2009 "m" 11 1
520140 "Aparecida de Goiânia" 2009 "m" 12 2
520140 "Aparecida de Goiânia" 2009 "m" 13 4
520140 "Aparecida de Goiânia" 2009 "m" 14 4
520140 "Aparecida de Goiânia" 2009 "m" 15 1
520140 "Aparecida de Goiânia" 2009 "m" 16 8
520140 "Aparecida de Goiânia" 2009 "m" 17 10
520140 "Aparecida de Goiânia" 2009 "m" 18 14
520140 "Aparecida de Goiânia" 2009 "m" 19 15
520140 "Aparecida de Goiânia" 2009 "m" 20 14
520140 "Aparecida de Goiânia" 2009 "m" 21 16
520140 "Aparecida de Goiânia" 2009 "m" 22 12
520140 "Aparecida de Goiânia" 2009 "m" 23 14
520140 "Aparecida de Goiânia" 2009 "m" 24 22
520140 "Aparecida de Goiânia" 2009 "m" 25 18
520140 "Aparecida de Goiânia" 2009 "m" 26 21
520140 "Aparecida de Goiânia" 2009 "m" 27 14
520140 "Aparecida de Goiânia" 2009 "m" 28 18
520140 "Aparecida de Goiânia" 2009 "m" 29 14
520140 "Aparecida de Goiânia" 2009 "m" 30 15
520140 "Aparecida de Goiânia" 2009 "m" 31 20
520140 "Aparecida de Goiânia" 2009 "m" 32 14
520140 "Aparecida de Goiânia" 2009 "m" 33 9
520140 "Aparecida de Goiânia" 2009 "m" 34 14
520140 "Aparecida de Goiânia" 2009 "m" 35 16
520140 "Aparecida de Goiânia" 2009 "m" 36 15
520140 "Aparecida de Goiânia" 2009 "m" 37 17
520140 "Aparecida de Goiânia" 2009 "m" 38 14
520140 "Aparecida de Goiânia" 2009 "m" 39 17
520140 "Aparecida de Goiânia" 2009 "m" 40 15
520140 "Aparecida de Goiânia" 2009 "m" 41 9
520140 "Aparecida de Goiânia" 2009 "m" 42 7
520140 "Aparecida de Goiânia" 2009 "m" 43 12
520140 "Aparecida de Goiânia" 2009 "m" 44 9
520140 "Aparecida de Goiânia" 2009 "m" 45 11
520140 "Aparecida de Goiânia" 2009 "m" 46 16
520140 "Aparecida de Goiânia" 2009 "m" 47 15
520140 "Aparecida de Goiânia" 2009 "m" 48 15
520140 "Aparecida de Goiânia" 2009 "m" 49 13
520140 "Aparecida de Goiânia" 2009 "m" 50 20
520140 "Aparecida de Goiânia" 2009 "m" 51 16
520140 "Aparecida de Goiânia" 2009 "m" 52 19
520140 "Aparecida de Goiânia" 2009 "m" 53 10
520140 "Aparecida de Goiânia" 2009 "m" 54 11
520140 "Aparecida de Goiânia" 2009 "m" 55 17
520140 "Aparecida de Goiânia" 2009 "m" 56 16
520140 "Aparecida de Goiânia" 2009 "m" 57 21
520140 "Aparecida de Goiânia" 2009 "m" 58 13
520140 "Aparecida de Goiânia" 2009 "m" 59 11
520140 "Aparecida de Goiânia" 2009 "m" 60 15
520140 "Aparecida de Goiânia" 2009 "m" 61 15
520140 "Aparecida de Goiânia" 2009 "m" 62 9
520140 "Aparecida de Goiânia" 2009 "m" 63 18
520140 "Aparecida de Goiânia" 2009 "m" 64 12
520140 "Aparecida de Goiânia" 2009 "m" 65 12
520140 "Aparecida de Goiânia" 2009 "m" 66 13
520140 "Aparecida de Goiânia" 2009 "m" 67 12
520140 "Aparecida de Goiânia" 2009 "m" 68 20
520140 "Aparecida de Goiânia" 2009 "m" 69 20
520140 "Aparecida de Goiânia" 2009 "m" 70 14
520140 "Aparecida de Goiânia" 2009 "m" 71 11
520140 "Aparecida de Goiânia" 2009 "m" 72 20
520140 "Aparecida de Goiânia" 2009 "m" 73 21
520140 "Aparecida de Goiânia" 2009 "m" 74 18
520140 "Aparecida de Goiânia" 2009 "m" 75 15
520140 "Aparecida de Goiânia" 2009 "m" 76 13
520140 "Aparecida de Goiânia" 2009 "m" 77 13
520140 "Aparecida de Goiânia" 2009 "m" 78 16
520140 "Aparecida de Goiânia" 2009 "m" 79 15
520140 "Aparecida de Goiânia" 2009 "m" 80 9
520140 "Aparecida de Goiânia" 2009 "m" 81 11
520140 "Aparecida de Goiânia" 2009 "m" 82 13
520140 "Aparecida de Goiânia" 2009 "m" 83 5
520140 "Aparecida de Goiânia" 2009 "m" 84 11
520140 "Aparecida de Goiânia" 2009 "m" 85 7
520140 "Aparecida de Goiânia" 2009 "m" 86 8
520140 "Aparecida de Goiânia" 2009 "m" 87 7
520140 "Aparecida de Goiânia" 2009 "m" 88 4
520140 "Aparecida de Goiânia" 2009 "m" 89 4
520140 "Aparecida de Goiânia" 2009 "m" 90 3
520140 "Aparecida de Goiânia" 2009 "m" 91 5
520140 "Aparecida de Goiânia" 2009 "m" 92 3
520140 "Aparecida de Goiânia" 2009 "m" 93 2
520140 "Aparecida de Goiânia" 2009 "m" 94 4
520140 "Aparecida de Goiânia" 2009 "m" 95 2
520140 "Aparecida de Goiânia" 2009 "m" 97 1
520140 "Aparecida de Goiânia" 2010 "f" 0 41
520140 "Aparecida de Goiânia" 2010 "f" 1 4
520140 "Aparecida de Goiânia" 2010 "f" 2 1
520140 "Aparecida de Goiânia" 2010 "f" 3 1
520140 "Aparecida de Goiânia" 2010 "f" 5 1
520140 "Aparecida de Goiânia" 2010 "f" 8 1
520140 "Aparecida de Goiânia" 2010 "f" 12 1
520140 "Aparecida de Goiânia" 2010 "f" 13 1
520140 "Aparecida de Goiânia" 2010 "f" 14 2
520140 "Aparecida de Goiânia" 2010 "f" 15 1
520140 "Aparecida de Goiânia" 2010 "f" 16 1
520140 "Aparecida de Goiânia" 2010 "f" 18 4
520140 "Aparecida de Goiânia" 2010 "f" 19 4
520140 "Aparecida de Goiânia" 2010 "f" 20 4
520140 "Aparecida de Goiânia" 2010 "f" 21 3
520140 "Aparecida de Goiânia" 2010 "f" 22 2
520140 "Aparecida de Goiânia" 2010 "f" 23 8
520140 "Aparecida de Goiânia" 2010 "f" 24 4
520140 "Aparecida de Goiânia" 2010 "f" 25 4
520140 "Aparecida de Goiânia" 2010 "f" 26 5
520140 "Aparecida de Goiânia" 2010 "f" 27 6
520140 "Aparecida de Goiânia" 2010 "f" 28 3
520140 "Aparecida de Goiânia" 2010 "f" 29 2
520140 "Aparecida de Goiânia" 2010 "f" 30 4
520140 "Aparecida de Goiânia" 2010 "f" 31 3
520140 "Aparecida de Goiânia" 2010 "f" 32 7
520140 "Aparecida de Goiânia" 2010 "f" 33 4
520140 "Aparecida de Goiânia" 2010 "f" 34 5
520140 "Aparecida de Goiânia" 2010 "f" 35 7
520140 "Aparecida de Goiânia" 2010 "f" 36 1
520140 "Aparecida de Goiânia" 2010 "f" 37 6
520140 "Aparecida de Goiânia" 2010 "f" 38 3
520140 "Aparecida de Goiânia" 2010 "f" 39 12
520140 "Aparecida de Goiânia" 2010 "f" 40 7
520140 "Aparecida de Goiânia" 2010 "f" 41 4
520140 "Aparecida de Goiânia" 2010 "f" 42 4
520140 "Aparecida de Goiânia" 2010 "f" 43 10
520140 "Aparecida de Goiânia" 2010 "f" 44 10
520140 "Aparecida de Goiânia" 2010 "f" 45 8
520140 "Aparecida de Goiânia" 2010 "f" 46 7
520140 "Aparecida de Goiânia" 2010 "f" 47 9
520140 "Aparecida de Goiânia" 2010 "f" 48 11
520140 "Aparecida de Goiânia" 2010 "f" 49 12
520140 "Aparecida de Goiânia" 2010 "f" 50 6
520140 "Aparecida de Goiânia" 2010 "f" 51 14
520140 "Aparecida de Goiânia" 2010 "f" 52 11
520140 "Aparecida de Goiânia" 2010 "f" 53 11
520140 "Aparecida de Goiânia" 2010 "f" 54 9
520140 "Aparecida de Goiânia" 2010 "f" 55 14
520140 "Aparecida de Goiânia" 2010 "f" 56 17
520140 "Aparecida de Goiânia" 2010 "f" 57 14
520140 "Aparecida de Goiânia" 2010 "f" 58 14
520140 "Aparecida de Goiânia" 2010 "f" 59 16
520140 "Aparecida de Goiânia" 2010 "f" 60 22
520140 "Aparecida de Goiânia" 2010 "f" 61 14
520140 "Aparecida de Goiânia" 2010 "f" 62 16
520140 "Aparecida de Goiânia" 2010 "f" 63 9
520140 "Aparecida de Goiânia" 2010 "f" 64 15
520140 "Aparecida de Goiânia" 2010 "f" 65 20
520140 "Aparecida de Goiânia" 2010 "f" 66 14
520140 "Aparecida de Goiânia" 2010 "f" 67 15
520140 "Aparecida de Goiânia" 2010 "f" 68 20
520140 "Aparecida de Goiânia" 2010 "f" 69 19
520140 "Aparecida de Goiânia" 2010 "f" 70 15
520140 "Aparecida de Goiânia" 2010 "f" 71 15
520140 "Aparecida de Goiânia" 2010 "f" 72 19
520140 "Aparecida de Goiânia" 2010 "f" 73 20
520140 "Aparecida de Goiânia" 2010 "f" 74 19
520140 "Aparecida de Goiânia" 2010 "f" 75 23
520140 "Aparecida de Goiânia" 2010 "f" 76 9
520140 "Aparecida de Goiânia" 2010 "f" 77 20
520140 "Aparecida de Goiânia" 2010 "f" 78 18
520140 "Aparecida de Goiânia" 2010 "f" 79 22
520140 "Aparecida de Goiânia" 2010 "f" 80 19
520140 "Aparecida de Goiânia" 2010 "f" 81 12
520140 "Aparecida de Goiânia" 2010 "f" 82 13
520140 "Aparecida de Goiânia" 2010 "f" 83 12
520140 "Aparecida de Goiânia" 2010 "f" 84 7
520140 "Aparecida de Goiânia" 2010 "f" 85 10
520140 "Aparecida de Goiânia" 2010 "f" 86 15
520140 "Aparecida de Goiânia" 2010 "f" 87 18
520140 "Aparecida de Goiânia" 2010 "f" 88 12
520140 "Aparecida de Goiânia" 2010 "f" 89 8
520140 "Aparecida de Goiânia" 2010 "f" 90 4
520140 "Aparecida de Goiânia" 2010 "f" 91 4
520140 "Aparecida de Goiânia" 2010 "f" 92 4
520140 "Aparecida de Goiânia" 2010 "f" 93 3
520140 "Aparecida de Goiânia" 2010 "f" 94 1
520140 "Aparecida de Goiânia" 2010 "f" 95 1
520140 "Aparecida de Goiânia" 2010 "f" 96 2
520140 "Aparecida de Goiânia" 2010 "f" 97 4
520140 "Aparecida de Goiânia" 2010 "f" 98 2
520140 "Aparecida de Goiânia" 2010 "f" 99 4
520140 "Aparecida de Goiânia" 2010 "f" 100 1
520140 "Aparecida de Goiânia" 2010 "f" 102 1
520140 "Aparecida de Goiânia" 2010 "m" 0 55
520140 "Aparecida de Goiânia" 2010 "m" 1 4
520140 "Aparecida de Goiânia" 2010 "m" 2 2
520140 "Aparecida de Goiânia" 2010 "m" 3 2
520140 "Aparecida de Goiânia" 2010 "m" 4 2
520140 "Aparecida de Goiânia" 2010 "m" 5 1
520140 "Aparecida de Goiânia" 2010 "m" 6 1
520140 "Aparecida de Goiânia" 2010 "m" 7 1
520140 "Aparecida de Goiânia" 2010 "m" 8 2
520140 "Aparecida de Goiânia" 2010 "m" 9 2
520140 "Aparecida de Goiânia" 2010 "m" 11 2
520140 "Aparecida de Goiânia" 2010 "m" 12 2
520140 "Aparecida de Goiânia" 2010 "m" 13 2
520140 "Aparecida de Goiânia" 2010 "m" 14 2
520140 "Aparecida de Goiânia" 2010 "m" 15 7
520140 "Aparecida de Goiânia" 2010 "m" 16 15
520140 "Aparecida de Goiânia" 2010 "m" 17 9
520140 "Aparecida de Goiânia" 2010 "m" 18 8
520140 "Aparecida de Goiânia" 2010 "m" 19 11
520140 "Aparecida de Goiânia" 2010 "m" 20 18
520140 "Aparecida de Goiânia" 2010 "m" 21 15
520140 "Aparecida de Goiânia" 2010 "m" 22 20
520140 "Aparecida de Goiânia" 2010 "m" 23 16
520140 "Aparecida de Goiânia" 2010 "m" 24 19
520140 "Aparecida de Goiânia" 2010 "m" 25 16
520140 "Aparecida de Goiânia" 2010 "m" 26 17
520140 "Aparecida de Goiânia" 2010 "m" 27 14
520140 "Aparecida de Goiânia" 2010 "m" 28 16
520140 "Aparecida de Goiânia" 2010 "m" 29 17
520140 "Aparecida de Goiânia" 2010 "m" 30 19
520140 "Aparecida de Goiânia" 2010 "m" 31 8
520140 "Aparecida de Goiânia" 2010 "m" 32 10
520140 "Aparecida de Goiânia" 2010 "m" 33 11
520140 "Aparecida de Goiânia" 2010 "m" 34 16
520140 "Aparecida de Goiânia" 2010 "m" 35 10
520140 "Aparecida de Goiânia" 2010 "m" 36 14
520140 "Aparecida de Goiânia" 2010 "m" 37 10
520140 "Aparecida de Goiânia" 2010 "m" 38 15
520140 "Aparecida de Goiânia" 2010 "m" 39 10
520140 "Aparecida de Goiânia" 2010 "m" 40 11
520140 "Aparecida de Goiânia" 2010 "m" 41 18
520140 "Aparecida de Goiânia" 2010 "m" 42 11
520140 "Aparecida de Goiânia" 2010 "m" 43 19
520140 "Aparecida de Goiânia" 2010 "m" 44 28
520140 "Aparecida de Goiânia" 2010 "m" 45 15
520140 "Aparecida de Goiânia" 2010 "m" 46 11
520140 "Aparecida de Goiânia" 2010 "m" 47 15
520140 "Aparecida de Goiânia" 2010 "m" 48 10
520140 "Aparecida de Goiânia" 2010 "m" 49 17
520140 "Aparecida de Goiânia" 2010 "m" 50 18
520140 "Aparecida de Goiânia" 2010 "m" 51 20
520140 "Aparecida de Goiânia" 2010 "m" 52 22
520140 "Aparecida de Goiânia" 2010 "m" 53 16
520140 "Aparecida de Goiânia" 2010 "m" 54 18
520140 "Aparecida de Goiânia" 2010 "m" 55 15
520140 "Aparecida de Goiânia" 2010 "m" 56 20
520140 "Aparecida de Goiânia" 2010 "m" 57 21
520140 "Aparecida de Goiânia" 2010 "m" 58 18
520140 "Aparecida de Goiânia" 2010 "m" 59 26
520140 "Aparecida de Goiânia" 2010 "m" 60 25
520140 "Aparecida de Goiânia" 2010 "m" 61 22
520140 "Aparecida de Goiânia" 2010 "m" 62 13
520140 "Aparecida de Goiânia" 2010 "m" 63 20
520140 "Aparecida de Goiânia" 2010 "m" 64 22
520140 "Aparecida de Goiânia" 2010 "m" 65 13
520140 "Aparecida de Goiânia" 2010 "m" 66 23
520140 "Aparecida de Goiânia" 2010 "m" 67 21
520140 "Aparecida de Goiânia" 2010 "m" 68 16
520140 "Aparecida de Goiânia" 2010 "m" 69 21
520140 "Aparecida de Goiânia" 2010 "m" 70 22
520140 "Aparecida de Goiânia" 2010 "m" 71 13
520140 "Aparecida de Goiânia" 2010 "m" 72 22
520140 "Aparecida de Goiânia" 2010 "m" 73 22
520140 "Aparecida de Goiânia" 2010 "m" 74 24
520140 "Aparecida de Goiânia" 2010 "m" 75 16
520140 "Aparecida de Goiânia" 2010 "m" 76 20
520140 "Aparecida de Goiânia" 2010 "m" 77 21
520140 "Aparecida de Goiânia" 2010 "m" 78 21
520140 "Aparecida de Goiânia" 2010 "m" 79 23
520140 "Aparecida de Goiânia" 2010 "m" 80 13
520140 "Aparecida de Goiânia" 2010 "m" 81 12
520140 "Aparecida de Goiânia" 2010 "m" 82 16
520140 "Aparecida de Goiânia" 2010 "m" 83 14
520140 "Aparecida de Goiânia" 2010 "m" 84 8
520140 "Aparecida de Goiânia" 2010 "m" 85 8
520140 "Aparecida de Goiânia" 2010 "m" 86 9
520140 "Aparecida de Goiânia" 2010 "m" 87 6
520140 "Aparecida de Goiânia" 2010 "m" 88 9
520140 "Aparecida de Goiânia" 2010 "m" 89 8
520140 "Aparecida de Goiânia" 2010 "m" 90 6
520140 "Aparecida de Goiânia" 2010 "m" 91 11
520140 "Aparecida de Goiânia" 2010 "m" 92 2
520140 "Aparecida de Goiânia" 2010 "m" 93 1
520140 "Aparecida de Goiânia" 2010 "m" 94 2
520140 "Aparecida de Goiânia" 2010 "m" 95 2
520140 "Aparecida de Goiânia" 2010 "m" 96 3
520140 "Aparecida de Goiânia" 2010 "m" 97 1
520140 "Aparecida de Goiânia" 2010 "m" 99 1
520140 "Aparecida de Goiânia" 2010 "m" 101 1
520140 "Aparecida de Goiânia" 2010 "m" 102 1
520140 "Aparecida de Goiânia" 2010 "m" 109 1
520140 "Aparecida de Goiânia" 2011 "f" 0 43
520140 "Aparecida de Goiânia" 2011 "f" 1 4
520140 "Aparecida de Goiânia" 2011 "f" 2 4
520140 "Aparecida de Goiânia" 2011 "f" 3 1
520140 "Aparecida de Goiânia" 2011 "f" 4 5
520140 "Aparecida de Goiânia" 2011 "f" 6 2
520140 "Aparecida de Goiânia" 2011 "f" 10 4
520140 "Aparecida de Goiânia" 2011 "f" 11 1
520140 "Aparecida de Goiânia" 2011 "f" 12 1
520140 "Aparecida de Goiânia" 2011 "f" 13 2
520140 "Aparecida de Goiânia" 2011 "f" 15 4
520140 "Aparecida de Goiânia" 2011 "f" 16 1
520140 "Aparecida de Goiânia" 2011 "f" 17 2
520140 "Aparecida de Goiânia" 2011 "f" 18 4
520140 "Aparecida de Goiânia" 2011 "f" 19 3
520140 "Aparecida de Goiânia" 2011 "f" 20 2
520140 "Aparecida de Goiânia" 2011 "f" 21 2
520140 "Aparecida de Goiânia" 2011 "f" 22 6
520140 "Aparecida de Goiânia" 2011 "f" 23 3
520140 "Aparecida de Goiânia" 2011 "f" 24 2
520140 "Aparecida de Goiânia" 2011 "f" 25 4
520140 "Aparecida de Goiânia" 2011 "f" 26 1
520140 "Aparecida de Goiânia" 2011 "f" 27 4
520140 "Aparecida de Goiânia" 2011 "f" 28 5
520140 "Aparecida de Goiânia" 2011 "f" 29 1
520140 "Aparecida de Goiânia" 2011 "f" 30 7
520140 "Aparecida de Goiânia" 2011 "f" 31 2
520140 "Aparecida de Goiânia" 2011 "f" 32 6
520140 "Aparecida de Goiânia" 2011 "f" 33 7
520140 "Aparecida de Goiânia" 2011 "f" 34 11
520140 "Aparecida de Goiânia" 2011 "f" 35 3
520140 "Aparecida de Goiânia" 2011 "f" 36 5
520140 "Aparecida de Goiânia" 2011 "f" 37 4
520140 "Aparecida de Goiânia" 2011 "f" 38 7
520140 "Aparecida de Goiânia" 2011 "f" 39 11
520140 "Aparecida de Goiânia" 2011 "f" 40 12
520140 "Aparecida de Goiânia" 2011 "f" 41 6
520140 "Aparecida de Goiânia" 2011 "f" 42 5
520140 "Aparecida de Goiânia" 2011 "f" 43 7
520140 "Aparecida de Goiânia" 2011 "f" 44 9
520140 "Aparecida de Goiânia" 2011 "f" 45 5
520140 "Aparecida de Goiânia" 2011 "f" 46 9
520140 "Aparecida de Goiânia" 2011 "f" 47 10
520140 "Aparecida de Goiânia" 2011 "f" 48 5
520140 "Aparecida de Goiânia" 2011 "f" 49 10
520140 "Aparecida de Goiânia" 2011 "f" 50 10
520140 "Aparecida de Goiânia" 2011 "f" 51 14
520140 "Aparecida de Goiânia" 2011 "f" 52 14
520140 "Aparecida de Goiânia" 2011 "f" 53 20
520140 "Aparecida de Goiânia" 2011 "f" 54 16
520140 "Aparecida de Goiânia" 2011 "f" 55 19
520140 "Aparecida de Goiânia" 2011 "f" 56 14
520140 "Aparecida de Goiânia" 2011 "f" 57 13
520140 "Aparecida de Goiânia" 2011 "f" 58 21
520140 "Aparecida de Goiânia" 2011 "f" 59 7
520140 "Aparecida de Goiânia" 2011 "f" 60 17
520140 "Aparecida de Goiânia" 2011 "f" 61 11
520140 "Aparecida de Goiânia" 2011 "f" 62 14
520140 "Aparecida de Goiânia" 2011 "f" 63 10
520140 "Aparecida de Goiânia" 2011 "f" 64 16
520140 "Aparecida de Goiânia" 2011 "f" 65 22
520140 "Aparecida de Goiânia" 2011 "f" 66 22
520140 "Aparecida de Goiânia" 2011 "f" 67 11
520140 "Aparecida de Goiânia" 2011 "f" 68 11
520140 "Aparecida de Goiânia" 2011 "f" 69 17
520140 "Aparecida de Goiânia" 2011 "f" 70 16
520140 "Aparecida de Goiânia" 2011 "f" 71 21
520140 "Aparecida de Goiânia" 2011 "f" 72 11
520140 "Aparecida de Goiânia" 2011 "f" 73 10
520140 "Aparecida de Goiânia" 2011 "f" 74 17
520140 "Aparecida de Goiânia" 2011 "f" 75 18
520140 "Aparecida de Goiânia" 2011 "f" 76 15
520140 "Aparecida de Goiânia" 2011 "f" 77 11
520140 "Aparecida de Goiânia" 2011 "f" 78 23
520140 "Aparecida de Goiânia" 2011 "f" 79 14
520140 "Aparecida de Goiânia" 2011 "f" 80 12
520140 "Aparecida de Goiânia" 2011 "f" 81 14
520140 "Aparecida de Goiânia" 2011 "f" 82 15
520140 "Aparecida de Goiânia" 2011 "f" 83 13
520140 "Aparecida de Goiânia" 2011 "f" 84 10
520140 "Aparecida de Goiânia" 2011 "f" 85 11
520140 "Aparecida de Goiânia" 2011 "f" 86 14
520140 "Aparecida de Goiânia" 2011 "f" 87 13
520140 "Aparecida de Goiânia" 2011 "f" 88 9
520140 "Aparecida de Goiânia" 2011 "f" 89 3
520140 "Aparecida de Goiânia" 2011 "f" 90 5
520140 "Aparecida de Goiânia" 2011 "f" 91 8
520140 "Aparecida de Goiânia" 2011 "f" 92 2
520140 "Aparecida de Goiânia" 2011 "f" 93 5
520140 "Aparecida de Goiânia" 2011 "f" 94 3
520140 "Aparecida de Goiânia" 2011 "f" 95 7
520140 "Aparecida de Goiânia" 2011 "f" 96 3
520140 "Aparecida de Goiânia" 2011 "f" 98 3
520140 "Aparecida de Goiânia" 2011 "f" 100 2
520140 "Aparecida de Goiânia" 2011 "f" 101 1
520140 "Aparecida de Goiânia" 2011 "f" 102 1
520140 "Aparecida de Goiânia" 2011 "m" 0 63
520140 "Aparecida de Goiânia" 2011 "m" 1 3
520140 "Aparecida de Goiânia" 2011 "m" 2 3
520140 "Aparecida de Goiânia" 2011 "m" 4 2
520140 "Aparecida de Goiânia" 2011 "m" 5 2
520140 "Aparecida de Goiânia" 2011 "m" 6 3
520140 "Aparecida de Goiânia" 2011 "m" 7 3
520140 "Aparecida de Goiânia" 2011 "m" 8 1
520140 "Aparecida de Goiânia" 2011 "m" 9 3
520140 "Aparecida de Goiânia" 2011 "m" 10 3
520140 "Aparecida de Goiânia" 2011 "m" 11 1
520140 "Aparecida de Goiânia" 2011 "m" 12 2
520140 "Aparecida de Goiânia" 2011 "m" 13 1
520140 "Aparecida de Goiânia" 2011 "m" 14 5
520140 "Aparecida de Goiânia" 2011 "m" 15 7
520140 "Aparecida de Goiânia" 2011 "m" 16 9
520140 "Aparecida de Goiânia" 2011 "m" 17 9
520140 "Aparecida de Goiânia" 2011 "m" 18 18
520140 "Aparecida de Goiânia" 2011 "m" 19 22
520140 "Aparecida de Goiânia" 2011 "m" 20 22
520140 "Aparecida de Goiânia" 2011 "m" 21 21
520140 "Aparecida de Goiânia" 2011 "m" 22 25
520140 "Aparecida de Goiânia" 2011 "m" 23 17
520140 "Aparecida de Goiânia" 2011 "m" 24 12
520140 "Aparecida de Goiânia" 2011 "m" 25 19
520140 "Aparecida de Goiânia" 2011 "m" 26 19
520140 "Aparecida de Goiânia" 2011 "m" 27 17
520140 "Aparecida de Goiânia" 2011 "m" 28 22
520140 "Aparecida de Goiânia" 2011 "m" 29 18
520140 "Aparecida de Goiânia" 2011 "m" 30 15
520140 "Aparecida de Goiânia" 2011 "m" 31 16
520140 "Aparecida de Goiânia" 2011 "m" 32 22
520140 "Aparecida de Goiânia" 2011 "m" 33 22
520140 "Aparecida de Goiânia" 2011 "m" 34 10
520140 "Aparecida de Goiânia" 2011 "m" 35 23
